,souseki_AI.txt,rashomon.txt,sorekara.txt,ginga_tetsudono_yoru.txt,kokoro.txt,kumono_ito.txt,serohikino_goshu.txt
任せ,0,0,1,0,6,0,0
任せる,0,0,0,0,1,0,0
企て,0,0,2,0,0,0,0
伏し,0,0,0,0,1,0,0
伏せ,0,0,3,0,2,0,0
伏せる,0,0,1,0,0,0,0
伐り,0,0,1,0,0,0,0
休す,0,0,2,0,0,0,0
休ま,0,0,1,0,2,0,0
休まし,0,0,0,0,1,0,0
休まり,0,0,0,0,1,0,0
休む,0,0,0,0,0,1,0
休め,0,0,1,0,1,0,0
休める,0,0,0,0,1,0,0
休ん,0,0,5,0,3,0,1
会,0,0,0,0,17,0,0
会い,0,0,1,0,4,0,0
会う,1,0,0,0,7,0,0
会え,0,0,0,0,3,0,0
会える,0,0,0,0,1,0,0
会おう,0,0,0,0,1,0,0
会わ,0,0,1,0,1,0,0
伝え,0,0,2,0,2,0,0
伝える,1,0,0,0,3,0,0
伝っ,0,0,3,0,0,0,0
伝へる,0,0,0,1,0,0,0
伝わ,0,0,1,0,0,0,0
伝わっ,0,1,1,0,0,0,0
伴,0,0,0,0,1,0,0
伴う,0,0,2,0,2,0,0
伴っ,0,0,1,0,0,0,0
伴なっ,0,0,1,0,0,0,0
伴れ,0,0,1,0,8,0,0
伸し,0,0,1,0,1,0,0
伸ばし,0,0,2,0,1,0,0
伸び,0,0,0,0,1,0,0
伸びあがる,0,0,0,1,0,0,0
伺い,0,0,2,0,2,0,0
伺っ,0,0,3,0,2,0,0
似,0,0,9,2,4,0,0
似合う,0,0,0,0,1,0,0
似合わ,0,0,1,0,1,0,0
但,0,0,1,0,0,0,0
但し,0,0,2,0,0,0,0
佇み,0,0,0,0,0,1,0
低,0,0,1,0,0,0,0
低い,0,1,11,1,6,0,0
低かっ,0,0,1,0,0,0,0
低く,0,2,3,1,0,0,0
住み,0,0,1,0,1,0,0
住み古し,0,0,0,0,1,0,0
住む,0,0,2,0,2,0,0
住ん,0,0,6,0,11,0,0
何がな,0,0,0,0,0,0,1
何しろ,0,0,4,0,6,1,0
何せ,0,0,0,1,0,0,0
何ぼ,0,1,0,0,0,0,0
何れ,0,0,2,0,0,0,0
何故,0,2,36,0,0,0,0
佗びし,0,0,0,0,1,0,0
余,0,0,2,0,2,0,0
余っ程,0,0,10,0,0,0,0
余り,0,0,10,0,4,0,0
余る,0,0,1,0,1,0,0
余程,0,0,7,0,0,0,0
余計,0,0,2,0,0,0,0
作っ,0,0,4,0,3,0,0
作ら,0,0,2,0,0,0,0
作り上げ,0,0,3,0,0,0,0
作り出す,0,0,0,0,1,0,0
作る,0,0,1,0,0,0,0
使,0,0,1,1,0,0,0
使い,0,0,3,0,5,0,0
使い回し,0,0,1,0,0,0,0
使い込ん,0,0,3,0,0,0,0
使う,0,0,6,0,7,0,0
使え,0,0,0,0,1,0,0
使っ,0,0,18,0,5,0,0
使わ,0,1,0,0,5,0,0
侍する,0,0,0,0,1,0,0
供する,0,0,0,0,1,0,0
依っ,0,0,1,0,0,0,0
依る,0,0,1,0,0,0,0
依然,0,0,17,0,8,0,0
係り,0,0,0,0,0,0,1
係わら,0,0,1,0,0,0,0
促がさ,0,0,2,0,0,0,0
促がし,0,0,1,0,0,0,0
促がす,0,0,1,0,0,0,0
促さ,0,0,1,0,0,0,0
促し,0,0,0,0,2,0,0
俄然,0,0,1,0,1,0,0
保た,0,0,1,0,1,0,0
保っ,0,0,1,0,0,0,0
保つ,0,0,0,0,1,0,0
信じ,0,0,33,0,35,0,0
信じる,1,0,0,0,0,0,0
信ずる,0,0,2,0,1,0,0
俯せ,0,0,2,0,0,0,0
俯向い,0,0,5,0,1,0,0
倒し,0,1,2,0,0,0,0
倒す,0,0,0,0,1,0,0
倒れ,0,1,6,1,1,0,1
倒れよう,0,0,0,0,1,0,0
倒れる,0,0,1,2,0,0,2
倚っ,0,0,1,0,0,0,0
倚り,0,0,4,0,0,0,0
借り,0,0,14,0,3,0,0
借りよう,0,0,1,0,0,0,0
借りる,0,0,7,0,0,0,0
借りれ,0,1,0,0,0,0,0
借り替え,0,0,0,0,1,0,0
偉,0,0,3,0,0,0,0
偉い,0,0,11,0,4,0,0
偉く,0,0,1,0,3,0,0
停っ,0,0,0,0,1,0,0
停め,0,0,1,0,0,0,0
偶に,0,0,0,0,2,0,0
偶然,0,0,0,0,7,0,0
偸ま,0,0,0,0,1,0,0
偸み,0,0,2,0,0,0,0
偸む,0,0,1,0,0,0,0
偸ん,0,0,1,0,1,0,0
偽っ,0,0,0,0,1,0,0
偽ら,0,0,1,0,0,0,0
偽わる,0,0,1,0,0,0,0
備わっ,0,0,0,0,1,0,0
催おし,0,0,1,0,0,0,0
催おす,0,0,1,0,0,0,0
傭っ,0,0,0,0,1,0,0
傷ける,0,0,1,0,0,0,0
傷つける,0,0,0,0,1,0,0
傷ましい,0,0,0,0,1,0,0
傷め,0,0,0,0,1,0,0
傾い,0,0,0,0,2,0,0
傾き,0,0,0,1,0,0,0
傾く,0,0,1,0,0,0,0
傾け,0,0,2,0,5,0,0
傾けよう,0,0,1,0,0,0,0
傾ける,0,0,1,0,1,0,0
僅か,0,0,0,0,1,0,0
働,0,0,27,0,1,0,0
働い,0,0,0,1,4,1,0
働か,0,0,3,0,4,0,0
働かし,0,0,2,0,0,0,0
働き,0,0,1,0,0,0,0
働き掛け,0,0,2,0,2,0,0
働き掛ける,0,0,0,0,2,0,0
働く,0,0,0,0,3,0,0
僻ん,0,0,0,0,1,0,0
償う,0,0,1,0,0,0,0
償なう,0,0,1,0,0,0,0
優しい,0,0,2,0,2,0,0
優しかっ,0,0,0,0,1,0,0
優しく,0,0,0,0,2,0,0
優に,0,0,1,0,0,0,0
優れ,0,0,0,0,1,0,0
儲かる,0,0,2,0,0,0,0
儲ける,0,0,1,0,0,0,0
元,0,1,2,0,0,1,0
元々,0,0,0,0,1,0,0
元来,0,0,9,0,5,0,1
充たし,0,0,1,0,0,0,0
充ち,0,0,0,0,3,0,0
充ち満ち,0,0,0,0,1,0,0
充て,0,0,0,0,1,0,0
充分,0,0,3,0,8,0,0
先ず,0,0,7,0,0,0,0
光,0,0,4,18,0,2,0
光ら,0,0,0,1,0,0,0
光らし,0,0,1,1,0,0,0
光り,0,0,0,3,0,2,0
光る,0,0,3,10,1,1,0
免かれ,0,0,1,0,0,0,0
免かれる,0,0,1,0,0,0,0
免じ,0,0,1,0,0,0,0
入っ,0,0,13,6,19,0,2
入ら,0,0,7,0,7,0,0
入らっしゃる,0,0,0,1,0,0,0
入り,0,0,0,1,6,0,0
入り乱れ,0,0,0,1,0,0,0
入り込ま,0,0,0,0,1,0,0
入り込め,0,0,0,0,1,0,0
入る,1,0,6,1,9,0,0
入れ,0,1,17,6,21,0,2
入れよう,0,0,1,0,0,0,0
入れる,0,0,0,1,2,0,0
入れ代っ,0,0,0,0,1,0,0
入れ替っ,0,0,1,0,0,0,0
入ろう,0,0,0,0,2,0,0
全く,0,0,48,1,41,0,0
全然,0,2,5,0,1,0,0
八釜しく,0,0,0,0,1,0,0
其,0,0,74,0,0,0,0
其の,0,0,1,0,0,0,0
具え,0,0,1,0,1,0,0
兼,0,0,1,0,0,0,0
兼て,0,0,1,0,0,0,0
冀う,0,0,1,0,0,0,0
冀っ,0,0,3,0,0,0,0
円い,0,0,2,4,1,0,0
円く,0,0,0,1,0,0,1
再び,3,0,9,0,14,0,0
冒さ,0,0,4,0,1,0,0
冒し,0,0,7,0,1,0,0
写し,0,0,1,0,0,0,0
写っ,0,0,0,1,0,0,0
冴々,0,0,1,0,0,0,0
冴え,0,0,4,0,1,0,0
冷,0,0,0,1,0,0,0
冷い,0,0,0,1,0,0,0
冷かし,0,0,4,0,0,0,0
冷く,0,0,0,1,0,0,0
冷し,0,0,1,0,1,0,0
冷た,0,0,1,0,0,0,0
冷たい,0,0,1,0,7,0,0
冷たく,0,0,0,1,1,0,0
冷まし,0,1,0,0,0,0,0
冷め,0,0,0,0,1,0,0
冷やす,0,0,0,0,1,0,0
凄い,0,0,0,0,1,0,0
凄じい,0,0,1,0,0,0,0
凄じく,0,0,1,0,0,0,0
凄まじく,0,0,1,0,0,0,0
凋れる,0,0,0,0,1,0,0
凌い,0,0,0,0,1,0,0
凍っ,0,0,0,1,0,0,0
凍りつく,0,0,0,1,0,0,0
凝っ,0,0,0,1,0,0,0
凝と,0,0,23,0,20,0,0
凝らす,0,0,1,0,0,0,0
凡そ,0,0,1,0,0,0,0
処し,0,0,1,0,0,0,0
出,1,2,222,22,138,1,17
出かかっ,0,0,1,0,0,0,0
出かけ,0,0,0,0,1,0,0
出さ,0,2,8,4,9,0,0
出さう,0,0,0,2,0,0,0
出さし,0,0,2,0,0,0,0
出し,2,3,134,21,99,2,14
出し抜い,0,0,3,0,1,0,0
出し掛け,0,0,1,0,0,0,0
出す,1,0,15,5,23,1,2
出せ,0,0,2,0,5,0,0
出せる,0,0,0,0,0,1,0
出そう,0,0,2,0,1,0,0
出はいり,0,0,1,0,1,0,0
出よう,0,0,5,0,6,0,0
出る,0,2,38,3,32,0,3
出れ,0,0,1,0,0,0,0
出会っ,1,0,0,0,3,0,0
出合い,0,0,0,0,1,0,0
出合う,0,0,0,0,1,0,0
出合っ,0,0,0,0,1,0,0
出向い,0,0,1,0,0,0,0
出向く,0,0,1,0,0,0,0
出掛け,0,0,7,1,9,0,0
出掛けよう,0,0,1,0,0,0,0
出掛ける,0,0,2,0,3,0,0
出来,0,3,95,0,0,2,0
出来し,0,0,1,0,0,0,0
出来る,0,2,28,0,0,1,0
出来れ,0,0,1,0,0,0,0
出来上がっ,0,0,1,0,0,0,0
出来上っ,0,0,8,0,0,0,0
出来上ら,0,0,1,0,0,0,0
出歩い,0,0,1,0,0,0,0
出直し,0,0,2,0,0,0,0
出直す,0,0,1,0,0,0,0
出逢う,0,0,1,0,0,0,0
出逢っ,0,0,2,0,0,0,0
出逢わ,0,0,1,0,0,0,0
分,0,0,1,0,0,0,0
分かち合っ,1,0,0,0,0,0,0
分け,0,0,4,1,4,0,0
分っ,0,0,16,0,5,0,0
分ら,0,0,39,0,25,0,0
分り,0,0,5,0,15,0,0
分りゃ,0,0,1,0,1,0,0
分る,0,0,6,0,3,0,0
分れ,0,0,8,0,0,0,0
分れる,0,0,1,0,1,0,0
切,0,0,1,0,0,0,1
切っ,0,1,18,3,17,2,0
切ない,0,0,1,0,1,0,0
切に,0,0,4,0,0,0,0
切ら,0,0,4,0,1,0,0
切らし,0,0,1,0,1,0,0
切り,0,1,0,0,4,0,0
切り上げ,0,0,3,0,5,0,0
切り上げる,0,0,0,0,1,0,0
切り下げ,0,0,1,0,0,0,0
切り出さ,0,0,0,0,1,0,0
切り出し,0,0,2,0,2,0,0
切り出す,0,0,1,0,1,0,0
切り出そう,0,0,2,0,0,0,0
切り取ら,0,0,0,1,0,0,0
切り抜い,0,0,1,0,0,0,0
切り抜け,0,0,1,0,0,0,0
切り拓い,1,0,0,0,0,0,0
切り放し,0,0,1,0,0,0,0
切り棄て,0,0,1,0,0,0,0
切り組み,0,0,1,0,0,0,0
切り結ぶ,0,0,1,0,0,0,0
切り詰め,0,0,2,0,3,0,0
切り込む,0,0,1,0,0,0,0
切り込ん,0,0,1,0,0,0,0
切り開い,0,0,1,0,0,0,0
切り開く,0,0,1,0,0,0,0
切り離さ,0,0,2,0,3,0,0
切り離し,0,0,0,0,2,0,0
切り離す,0,0,0,0,1,0,0
切り離そう,0,0,0,0,1,0,0
切る,0,0,3,0,1,0,0
切れ,0,0,12,1,7,0,1
切れる,0,0,0,0,1,0,0
切ろう,0,0,0,0,1,0,0
刈っ,0,0,2,0,0,0,0
刈り込ん,0,0,0,0,1,0,0
列ね,0,0,1,0,1,0,0
初々しく,0,0,1,0,0,0,0
初めて,0,0,0,0,2,0,0
判じ,0,0,1,0,0,0,0
別れ,0,0,2,0,1,0,0
別れる,0,0,0,0,2,0,0
別段,0,0,11,0,5,0,0
利,0,0,4,0,5,0,0
利い,0,0,1,0,1,0,0
利き,0,0,2,0,8,0,0
利く,0,0,1,0,1,0,0
利ける,0,0,0,0,1,0,0
到底,0,0,8,0,8,0,0
制し,0,0,1,0,0,0,0
制する,0,0,0,0,1,0,0
刺さ,0,0,0,0,1,0,0
刺さっ,0,0,0,0,1,0,0
刺し,0,0,2,0,0,0,0
刺し通そう,0,0,0,0,1,0,0
刻々,0,0,1,0,0,0,0
刻ま,0,0,0,1,1,0,0
刻み,1,0,1,0,0,0,0
刻み込ん,0,0,1,0,0,0,0
刻ん,0,0,0,2,0,0,0
剃っ,0,0,1,0,1,0,0
剃り,0,0,1,0,0,0,0
剃る,0,0,1,0,0,0,0
則る,0,0,1,0,0,0,0
削っ,0,0,1,0,0,0,0
剛,0,0,0,0,1,0,0
剥い,0,0,1,2,0,0,0
剥がし,0,0,1,0,0,0,0
剥がれ,0,0,1,0,0,0,0
剥ぎとっ,0,2,0,0,0,0,0
剥げ,0,1,0,0,0,0,0
剪り,0,0,1,0,0,0,0
割,0,0,1,0,0,0,0
割き,0,0,1,0,0,0,0
割ら,0,0,0,0,1,0,0
割り,0,0,0,0,1,0,0
割り出さ,0,0,0,0,1,0,0
割り当て,0,0,0,0,1,0,0
割る,0,0,0,0,1,0,0
割れる,0,0,2,0,0,0,0
劇しい,0,0,1,0,1,0,0
劇しく,0,0,2,0,0,0,0
力め,0,0,10,0,5,0,0
力める,0,0,0,0,2,0,0
力強く,0,0,0,0,1,0,0
加え,0,0,8,0,6,0,0
加える,0,0,0,0,2,0,0
加わっ,0,0,1,0,1,0,0
劣ら,0,0,0,0,1,0,0
助,0,0,0,0,3,0,0
助かっ,0,0,0,1,2,0,0
助かり,0,0,0,0,1,0,0
助かる,0,0,1,0,0,0,0
助け,0,0,1,3,0,2,0
労,0,0,1,0,0,0,0
労わっ,0,0,1,0,0,0,0
勇ましい,0,0,1,0,0,0,0
動い,0,2,10,0,20,0,0
動か,0,0,7,0,13,0,0
動かさ,0,1,4,0,4,0,0
動かし,0,2,16,0,2,2,0
動かす,0,0,5,0,4,0,0
動かそう,0,0,3,0,0,0,0
動き,0,0,1,1,7,0,0
動き掛け,0,0,1,0,0,0,0
動く,0,0,8,0,9,0,0
動け,0,0,2,0,5,0,0
動ける,0,0,0,0,1,0,0
動こう,0,1,0,0,0,0,0
勝っ,0,0,0,0,3,0,0
勝れ,0,0,0,0,1,0,0
募っ,0,0,1,0,1,0,0
募り,0,0,1,0,0,0,0
募る,0,0,1,0,0,0,0
勢,0,0,0,5,0,0,1
勢い,0,0,0,0,1,0,0
勤め,0,0,1,0,0,0,0
勤める,0,0,0,0,1,0,0
勧め,0,0,8,0,4,0,0
勧める,0,0,3,0,2,0,0
勿論,0,6,2,1,0,0,0
包ま,0,0,0,1,1,0,0
包む,0,0,2,1,1,0,0
包ん,0,0,4,3,7,0,0
卑しい,0,0,0,0,1,0,0
単なる,0,0,1,0,5,0,0
単に,0,0,6,0,6,0,0
占め,0,0,2,0,4,0,0
占める,0,0,1,0,0,0,0
印し,0,0,1,0,0,0,0
印する,0,0,0,0,1,0,0
危,0,0,2,0,0,0,0
危く,0,0,0,0,1,0,0
即,0,0,2,0,3,0,0
即ち,0,0,3,2,0,0,0
却って,0,0,34,1,0,0,0
卸し,0,0,6,0,0,0,0
卸す,0,0,2,0,0,0,0
厚,0,0,0,0,1,0,0
厚い,0,0,2,3,1,0,0
厚く,0,0,2,0,0,0,0
厭い,0,0,1,0,0,0,0
厭う,0,0,1,0,1,0,0
厭き,0,0,1,0,0,0,0
厳しい,0,0,0,0,2,0,0
去っ,0,0,2,0,4,0,0
去ら,0,0,1,0,2,0,0
去り,0,0,0,0,1,0,0
去る,0,0,2,0,1,0,0
去ろう,0,0,0,0,1,0,0
参っ,0,0,0,0,0,0,1
参り,0,0,2,0,1,1,0
参る,0,0,0,0,1,1,0
参れ,0,0,0,0,0,0,1
又,0,0,221,2,0,0,0
及,0,0,4,0,9,0,0
及び,0,0,1,0,0,0,0
及ぶ,0,1,0,0,1,0,0
及ぼし,0,0,2,0,0,0,0
及ぼす,0,0,1,0,1,0,0
反し,0,0,4,0,0,0,0
反らし,0,0,1,0,0,0,0
反れ,0,0,1,0,0,0,0
収まっ,0,0,1,0,0,0,0
収め,0,0,1,0,0,0,0
収める,0,0,1,0,1,0,0
取っ,0,0,46,0,28,0,0
取っ付か,0,0,1,0,0,0,0
取ら,0,0,5,0,8,0,0
取らし,0,0,1,0,0,0,0
取り,2,0,6,1,6,0,0
取りおろし,0,0,0,0,1,0,0
取りかかっ,0,0,1,0,0,0,0
取り上げ,0,0,8,0,2,0,1
取り上げる,0,0,1,0,1,0,0
取り乱し,0,0,0,0,1,0,0
取り付き,0,0,0,0,2,0,0
取り出し,0,0,4,0,3,0,0
取り去る,0,0,1,0,0,0,0
取り合い,0,0,0,0,2,0,0
取り合う,0,0,2,0,3,0,0
取り合っ,0,0,0,0,1,0,0
取り合わ,0,0,2,0,3,0,0
取り囲む,0,0,1,0,0,0,0
取り寄せ,0,0,3,0,0,0,0
取り寄せよう,0,0,1,0,0,0,0
取り寄せる,0,0,1,0,0,0,0
取り巻い,0,0,0,0,1,0,0
取り巻く,0,0,0,0,1,0,0
取り成し,0,0,1,0,0,0,0
取り戻し,0,0,0,0,1,0,0
取り戻す,0,0,1,0,0,0,0
取り戻そう,0,0,0,0,1,0,0
取り払わ,0,0,0,0,1,0,0
取り扱う,0,0,1,0,2,0,0
取り扱っ,0,0,1,0,2,0,0
取り扱わ,0,0,1,0,4,0,0
取り捲い,0,0,0,0,1,0,0
取り掛っ,0,0,1,0,0,0,0
取り散らし,0,0,0,0,1,0,0
取り替える,0,0,1,0,0,0,0
取り極め,0,0,1,0,0,0,0
取り次い,0,0,1,0,1,0,0
取り残さ,0,0,0,0,8,0,0
取り残す,0,0,0,0,1,0,0
取り繕う,0,0,1,0,0,0,0
取り繕っ,0,0,0,0,1,0,0
取り計い,0,0,1,0,0,0,0
取り計らっ,0,0,0,0,2,0,0
取り返し,0,0,0,0,1,0,0
取り逃さ,0,0,0,0,1,0,0
取り違え,0,0,0,0,1,0,0
取り除け,0,0,0,0,1,0,0
取り除ける,0,0,1,0,0,0,0
取り除けれ,0,0,0,0,1,0,0
取り集め,0,0,1,0,0,0,0
取る,0,0,7,0,10,0,0
取れ,0,0,9,0,2,0,0
取れる,0,0,3,0,1,0,0
取ろう,0,0,3,0,1,0,0
取ん,0,0,2,0,0,0,0
取寄せ,0,0,1,0,0,0,0
取扱う,0,0,1,0,0,0,0
取敢えず,0,0,1,0,0,0,0
受,0,0,2,0,0,0,0
受け,1,0,47,1,26,0,0
受けよう,0,0,1,0,1,0,0
受ける,0,0,12,0,0,0,0
受け入れ,0,0,0,0,2,0,0
受け入れる,0,0,0,0,1,0,0
受け取っ,0,0,0,1,16,0,0
受け取り,0,0,0,0,2,0,0
受け取る,0,0,1,0,3,0,0
受け取れ,0,0,2,0,1,0,0
受け継い,0,0,1,0,0,0,0
受取っ,0,0,11,0,0,0,0
受取ら,0,0,1,0,0,0,0
受取り,0,0,3,0,0,0,0
受取る,0,0,2,0,0,0,0
受取れ,0,0,1,0,0,0,0
受合っ,0,0,1,0,0,0,0
口ごもり,0,1,0,0,0,0,0
口惜しく,0,0,0,0,1,0,0
口籠っ,0,0,0,0,1,0,0
古,0,0,1,0,0,0,0
古い,0,0,4,0,11,0,0
古く,0,0,0,0,1,0,0
古び,0,0,0,0,1,0,0
叩い,0,0,4,0,0,0,0
叩か,0,0,0,0,0,0,1
叩き,0,0,1,0,0,0,3
叩く,0,0,2,0,0,0,5
只,0,0,10,0,0,0,0
叫び,0,0,0,16,1,0,6
叫び返し,0,0,0,1,0,0,0
叫ぶ,0,0,0,1,0,0,2
叫ん,0,0,0,4,0,0,1
召さ,0,0,0,1,0,0,0
召し上がっ,0,0,0,0,1,0,0
召し上がる,0,0,0,0,2,0,0
可い,0,0,33,0,0,0,0
可なり,0,0,3,0,0,0,0
可愛,0,0,3,0,0,0,0
可愛い,0,0,0,1,0,0,0
可愛く,0,0,1,0,0,0,0
可愛らし,1,0,0,0,0,0,0
可愛らしい,0,0,0,1,0,0,0
可笑し,0,0,1,0,0,0,0
可笑しい,0,0,4,0,0,0,0
可笑しかっ,0,0,1,0,0,0,0
可笑しく,0,0,4,0,0,0,0
叱ら,0,0,10,0,6,0,0
叱り付け,0,0,0,0,2,0,0
叱り飛ばさ,0,0,1,0,0,0,0
叱る,0,0,2,1,0,0,0
叶う,0,0,3,0,0,0,0
叶える,0,0,1,0,0,0,0
号し,0,0,2,0,0,0,0
合う,0,0,2,0,0,0,0
合す,0,0,1,0,0,0,0
合せ,0,0,8,1,5,0,1
合せる,0,0,2,0,0,0,0
合っ,1,0,1,1,1,0,0
合わ,0,0,3,0,0,0,2
合わし,0,0,1,0,0,0,0
合わせ,0,0,1,0,2,0,2
合わせる,0,0,0,0,1,0,0
吊さ,0,0,0,1,0,0,0
吊し,0,0,0,1,0,0,0
同じ,2,1,55,3,93,0,0
同じく,0,0,1,0,1,0,0
名け,0,0,1,0,0,0,0
名づけ,0,0,1,0,1,0,0
名指し,0,0,1,1,0,0,0
名高い,0,0,0,1,0,0,0
吐い,0,0,2,1,1,0,0
吐か,0,0,0,0,1,0,0
吐き,0,0,1,0,0,0,0
吐く,0,0,5,0,0,0,0
吐こう,0,0,1,0,0,0,0
向い,0,0,10,0,17,0,2
向い合う,0,0,0,0,1,0,0
向い合っ,0,0,1,0,0,0,0
向う,0,0,1,0,0,0,0
向か,0,0,0,1,1,0,0
向かっ,8,0,0,0,18,0,0
向き,0,0,1,0,0,0,0
向き合い,1,0,0,0,0,0,0
向き合う,1,0,0,0,1,0,0
向き合っ,0,0,4,0,0,0,0
向き直っ,0,0,3,0,0,0,0
向き直り,0,0,0,1,0,0,0
向け,0,0,4,1,12,0,1
向ける,0,0,0,0,1,0,0
向け直し,0,0,0,0,1,0,0
向っ,0,0,29,0,31,0,0
向後,0,0,2,0,0,0,0
向直っ,0,0,1,0,0,0,0
吟ずる,0,0,0,0,1,0,0
吠え,0,0,0,0,1,0,0
吠える,0,0,0,0,1,0,0
吠え立て,0,0,0,0,1,0,0
否み,0,0,1,0,2,0,0
含ま,0,0,0,0,4,0,0
含め,0,0,1,0,0,0,0
含ん,1,0,4,0,1,0,0
吸い付い,0,0,1,0,0,0,0
吸い込ま,0,0,1,0,0,0,0
吸い込む,0,0,1,0,0,0,0
吸い込ん,0,0,1,0,0,0,0
吸っ,0,0,0,1,1,0,1
吹い,0,0,14,6,3,0,0
吹か,0,0,3,1,2,0,0
吹かし,0,0,9,0,5,0,0
吹かす,0,0,1,0,0,0,0
吹き,0,0,0,5,1,0,0
吹きぬける,0,1,0,0,0,0,0
吹き付け,0,0,2,0,0,0,0
吹き付ける,0,0,1,0,0,0,0
吹き出し,0,0,3,0,0,0,0
吹き出そう,0,0,0,0,0,0,1
吹き払っ,0,0,0,0,1,0,0
吹き掛け,0,0,1,0,0,0,0
吹き消し,0,0,1,0,0,0,0
吹き消す,0,0,0,0,1,0,0
吹き込ま,0,0,0,0,1,0,0
吹き込み,0,0,0,1,0,0,0
吹き込む,0,0,0,0,2,0,0
吹き込ん,0,0,3,0,1,0,0
吹き返し,0,0,0,0,1,0,0
吹き返す,0,0,1,0,0,0,0
吹き飛ばさ,0,0,0,0,2,0,0
吹く,0,0,1,0,1,0,0
呆れ,0,0,5,0,0,0,2
呈する,0,0,1,0,0,0,0
呉れ,0,0,0,2,1,0,0
告げ,2,0,1,0,10,0,0
告げる,1,0,1,0,0,0,0
呑み,0,0,0,0,1,0,1
呑み干し,0,0,0,0,1,0,0
呑み込ま,0,0,1,0,0,0,0
呑み込む,0,0,1,0,2,0,0
呑み込め,0,0,0,0,5,0,0
呑み込ん,0,0,0,0,1,0,0
呑む,0,0,1,0,0,0,0
呑め,0,0,0,0,1,0,0
呑ん,0,0,7,1,1,0,0
呪う,0,0,0,0,1,0,0
味わい,0,0,1,0,0,0,0
味わう,0,0,1,0,1,0,0
味わっ,0,0,3,0,3,0,0
味わわ,0,0,0,0,1,0,0
呼ば,0,0,8,1,12,0,0
呼び,0,0,4,0,6,0,0
呼びつける,0,0,1,0,0,0,0
呼び付け,0,0,2,0,0,0,0
呼び出さ,0,0,6,0,1,0,0
呼び出し,0,0,3,0,1,0,0
呼び寄せ,0,0,3,0,3,0,0
呼び寄せる,0,0,1,0,1,0,0
呼び掛け,0,0,1,0,2,0,0
呼び掛ける,0,0,0,0,1,0,0
呼び起す,0,0,0,0,1,0,0
呼び返さ,0,0,1,0,0,0,0
呼び集め,0,0,1,0,0,0,0
呼ぶ,0,0,4,0,10,0,0
呼ぼう,0,0,1,0,1,0,0
呼ん,0,0,25,0,18,0,0
命じ,0,0,1,0,2,0,0
命ずる,0,0,2,0,0,0,0
命ぜ,0,0,1,0,2,0,0
和らげ,0,0,1,0,0,0,0
咎め,0,0,1,0,0,0,0
咲,2,0,0,0,0,0,0
咲い,0,0,2,3,1,1,0
咲き,0,0,0,1,0,0,0
咲き乱れ,0,0,0,0,1,0,0
咲き掛け,0,0,1,0,0,0,0
咲く,0,0,0,0,1,0,0
咽せ,0,0,1,0,0,0,0
咽び,0,0,0,0,0,1,0
唄わ,0,0,0,0,1,0,0
唆かさ,0,0,1,0,0,0,0
唆る,0,0,0,0,1,0,0
唯,0,0,4,0,0,0,0
唸る,0,0,2,0,1,0,0
啄み,0,1,0,0,0,0,0
問,0,0,1,0,2,0,0
問い,0,0,1,0,4,0,0
問いかける,1,0,0,0,0,0,0
問いたださ,0,0,0,0,1,0,0
問い詰め,0,0,1,0,0,0,0
問い詰める,0,0,0,0,1,0,0
問い返し,0,0,2,0,0,0,0
問う,1,0,2,0,2,0,0
問ひ,0,0,0,1,0,0,0
啜っ,0,0,1,0,0,0,0
啜り,0,0,2,0,0,0,0
啜ろう,0,0,0,0,1,0,0
啼き,0,1,0,0,0,0,0
啼く,0,1,0,0,0,0,1
善い,0,0,0,0,4,2,0
善かろう,0,0,1,0,0,0,0
善く,0,0,16,0,0,0,0
喋舌っ,0,0,1,0,1,0,0
喋舌る,0,0,1,0,0,0,0
喘ぎ,0,2,0,0,0,0,0
喘ぐ,0,0,1,0,0,0,0
喚き,0,0,0,0,0,1,0
喜こぶ,0,0,1,0,0,0,0
喜こん,0,0,1,0,0,0,0
喜ば,0,0,1,0,0,0,0
喜ばし,0,0,1,0,1,0,0
喜び,0,0,1,0,3,1,0
喜ぶ,0,0,0,0,1,0,1
喜ん,0,0,3,0,13,0,0
喰い込ん,0,0,0,0,1,0,0
喰っ,0,0,1,0,0,0,0
喰べ,0,0,0,4,0,0,0
喰べる,0,0,0,3,0,0,0
喰わ,0,0,1,0,1,0,0
嗅い,0,0,9,0,1,0,0
嗅ぎ,0,0,1,0,1,0,0
嗅ごう,0,0,1,0,0,0,0
嗣い,0,0,0,0,1,0,0
嘔い,0,0,0,0,1,0,0
嘗め,0,0,0,0,1,0,0
嘲けっ,0,0,1,0,0,0,0
嘲る,0,1,0,0,0,0,0
噛み,0,0,0,0,1,0,0
噛みつく,0,1,0,0,0,0,0
噛り付い,0,0,0,0,1,0,0
噛り付か,0,0,1,0,0,0,0
噛ん,0,1,0,1,1,0,0
噪ぐ,0,0,1,0,0,0,0
囁い,0,0,1,0,0,0,0
囁やく,0,0,1,0,0,0,0
囃し立てる,0,0,1,0,0,0,0
囚え,0,0,1,0,0,0,0
回さ,0,0,1,0,0,0,0
回し,0,0,1,0,0,0,0
回す,0,0,1,0,1,0,0
回っ,0,0,8,0,1,0,0
回らし,0,0,1,0,1,0,0
回る,0,0,6,0,0,0,0
回れ,0,0,1,0,0,0,0
因っ,0,0,1,0,0,0,0
