,souseki_AI.txt,rashomon.txt,sorekara.txt,ginga_tetsudono_yoru.txt,kokoro.txt,kumono_ito.txt,serohikino_goshu.txt
あ,0,0,1,0,0,0,0
ああ,0,0,16,0,17,0,1
あい,0,0,0,3,0,0,2
あえて,0,0,0,0,3,0,0
あかく,0,1,0,0,0,0,0
あかるく,0,0,0,2,0,0,0
あがっ,0,0,0,3,0,0,0
あがら,0,0,0,1,0,0,0
あがり,0,0,0,5,0,0,0
あがる,0,0,0,2,0,0,0
あき,0,0,0,0,0,0,1
あきれ,0,0,0,0,1,0,0
あくまで,0,0,0,0,2,0,0
あくる,0,0,1,0,0,0,0
あけ,0,0,0,6,1,0,5
あけよう,0,0,0,0,0,0,1
あける,0,0,0,0,0,0,2
あげ,0,0,0,14,2,0,2
あげる,0,0,0,1,0,0,0
あさ,0,0,0,0,1,0,0
あそん,0,0,0,1,0,0,0
あたかも,0,0,6,0,7,0,0
あたじけなく,0,0,1,0,1,0,0
あたたかい,0,0,0,0,1,0,0
あたっ,0,0,0,1,3,0,0
あたり,0,0,0,1,0,0,0
あたる,0,0,1,3,1,0,0
あっ,3,2,459,12,349,2,1
あっさり,0,0,0,0,1,0,0
あつく,0,0,0,1,0,0,0
あつめ,0,1,0,1,1,0,0
あて,0,0,0,2,0,0,1
あてがっ,0,0,1,0,0,0,0
あながち,0,0,1,0,0,0,0
あの,7,0,30,15,16,0,2
あぶなく,0,0,0,1,0,0,0
あまり,1,0,26,0,14,0,0
あやしい,0,0,0,2,0,0,0
あら,0,0,4,0,0,0,0
あらかじめ,0,0,0,0,3,0,0
あらはさ,0,0,0,1,0,0,0
あらはし,0,0,0,1,0,0,0
あらはれ,0,0,0,1,0,0,0
あらはれる,0,0,0,1,0,0,0
あらゆる,0,1,14,2,1,0,0
あらわし,0,0,2,0,0,0,0
あらわれ,0,0,7,0,0,0,0
あり,2,1,79,27,231,1,9
ありあり,0,0,0,0,2,0,0
ありがたい,0,0,0,0,1,0,1
ありがたう,0,0,0,7,0,0,0
ありゃ,0,0,3,0,3,0,0
ある,5,46,636,32,265,10,11
あるいは,0,0,3,0,24,0,0
あるける,0,0,0,1,0,0,0
あるひは,0,0,0,2,0,0,0
あれ,0,1,7,0,5,0,1
あろ,0,3,0,0,0,0,0
あろう,0,3,6,0,3,0,0
あわて,0,0,0,1,0,0,5
あんな,0,0,7,4,5,0,2
あんまり,0,0,16,3,6,0,2
あゝ,0,0,0,10,0,0,0
い,13,41,752,7,878,2,48
いい,1,2,9,4,137,0,13
いい争う,0,0,1,0,0,0,0
いい切ら,0,0,0,0,1,0,0
いい切り,0,0,0,0,1,0,0
いい放ち,0,0,0,0,1,0,0
いい残し,0,0,0,0,1,0,0
いう,1,2,102,0,547,0,25
いえ,0,0,0,0,32,0,0
いえる,0,0,0,0,1,0,0
いおう,0,0,0,0,3,0,0
いか,0,0,0,0,3,0,0
いかな,0,0,0,0,2,0,0
いかに,0,0,1,1,11,0,1
いき,0,0,0,0,3,0,0
いきおい,0,0,0,0,1,0,0
いきなり,0,2,4,13,1,0,12
いく,7,0,0,2,0,0,0
いくら,0,0,13,1,16,2,1
いけ,0,0,0,9,24,0,1
いじめ,0,0,0,0,0,0,1
いずれ,0,0,4,0,0,0,0
いそがし,0,0,1,0,0,0,0
いそがしい,0,0,1,0,0,0,1
いたく,0,0,1,0,0,0,0
いたし,0,0,0,4,0,0,1
いただい,0,0,0,1,0,0,1
いただき,0,0,0,1,0,0,0
いただけ,0,0,0,0,0,0,1
いたって,0,0,1,0,0,0,0
いたましく,0,0,1,0,0,0,0
いたゞい,0,0,0,2,0,0,0
いちばん,0,0,0,5,0,0,1
いっ,2,0,3,4,304,0,6
いっそ,0,0,0,0,2,0,0
いっそう,0,0,0,0,1,0,0
いったい,0,0,0,3,0,0,1
いっぱい,0,0,0,1,3,0,0
いてる,0,0,1,0,0,0,0
いで,0,0,0,3,0,0,2
いふ,0,0,0,44,0,0,0
いまだ,0,1,1,0,4,0,0
いや,0,0,0,0,1,0,0
いよいよ,0,0,0,2,10,0,1
いよう,0,0,3,0,1,0,0
いら,0,0,2,0,0,0,0
いらし,0,0,2,0,1,0,0
いらっしゃい,0,0,7,1,2,2,0
いらっしゃっ,0,0,0,1,1,0,0
いらっしゃら,0,0,3,0,1,0,0
いらっしゃる,0,0,14,1,10,0,0
いらっしゃれ,0,0,2,0,0,0,0
いる,12,23,504,0,483,10,12
いれ,0,1,4,0,6,0,0
いろ,0,0,1,0,2,0,2
いろいろ,0,0,0,5,0,1,0
いろどら,0,0,0,1,0,0,0
いわ,0,0,0,0,58,0,0
いわゆる,0,0,0,0,2,0,0
いゝ,0,0,0,26,0,0,0
うかん,0,0,0,2,0,0,0
うけ,0,1,0,0,0,1,0
うごい,0,0,0,4,0,0,0
うごか,0,0,0,2,0,0,0
うごかし,0,0,0,1,0,0,0
うごき,0,0,0,1,0,0,0
うすあかい,0,0,0,1,0,0,0
うすい,0,0,0,1,0,0,0
うす暗い,0,1,0,0,0,0,0
うた,0,0,0,0,3,0,0
うたい,0,0,0,0,0,0,1
うたう,0,0,0,9,0,0,0
うたっ,0,0,1,3,0,0,0
うちあげ,0,0,0,1,0,0,0
うっ,0,0,0,3,1,0,0
うっとり,0,0,0,1,0,0,0
うつ,0,0,0,0,2,0,0
うつくしい,0,0,0,6,0,0,0
うつくしく,0,0,0,6,0,0,0
うつっ,0,0,0,3,0,0,0
うとい,0,0,0,0,1,0,0
うとうと,0,0,3,0,0,0,1
うなづき,0,0,0,3,0,0,0
うまい,0,0,0,0,0,0,1
うまく,0,0,1,0,0,1,2
うめく,0,1,0,0,0,0,0
うようよ,0,0,0,0,0,1,0
うる,0,0,1,0,0,0,0
うるさ,0,0,1,0,0,0,0
うるさい,0,0,1,0,0,0,2
うるさく,0,0,1,0,0,0,0
うるわしい,0,0,0,0,1,0,0
うれし,0,0,0,1,0,0,0
うろうろ,0,0,1,0,0,0,0
うろつい,0,0,2,0,1,0,0
うろつき,0,0,0,0,1,0,0
え,0,1,9,5,12,0,2
ええ,0,0,2,0,0,0,0
えっ,0,0,0,0,2,0,0
えらい,0,0,1,0,0,0,0
えらく,0,0,0,0,1,0,0
える,0,0,1,0,1,0,0
お,0,1,0,1,1,0,3
おい,0,1,0,2,32,0,1
おいしい,0,0,0,2,0,0,1
おいそれと,0,0,0,0,1,0,0
おか,0,0,0,0,3,0,0
おかし,0,0,0,0,1,0,0
おかしい,0,0,0,2,3,0,0
おかしく,0,0,0,1,1,0,0
おかしな,0,0,0,3,0,0,0
おき,0,0,0,1,14,0,0
おく,0,0,0,0,6,0,0
おけ,0,0,0,0,1,0,0
おこし,0,0,0,1,0,0,0
おさえ,0,1,0,0,0,0,0
おし,0,0,0,1,2,0,0
おそらく,0,0,0,0,12,0,0
おっ,0,0,2,1,1,0,0
おっしゃい,0,0,0,0,2,0,0
おっしゃっ,0,0,0,0,5,0,0
おっしゃる,0,0,0,0,10,0,0
おづおづ,0,0,0,1,0,0,0
おとなしかっ,0,0,0,0,1,0,0
おどかし,0,0,0,0,0,0,1
おなじ,0,0,0,1,0,0,0
おぼしめし,0,0,0,1,0,0,0
おぼつかな,0,0,0,1,0,0,0
おもしろ,0,0,0,1,0,0,0
おもしろく,0,0,0,1,0,0,0
おもな,0,0,0,0,1,0,0
おもに,0,0,0,0,1,0,0
おもひ,0,0,0,4,0,0,0
おもわ,0,0,0,0,0,0,1
および,0,0,0,0,2,0,0
おら,0,0,0,0,1,0,0
おり,0,0,0,5,2,0,0
おりる,0,0,0,2,0,0,0
おる,0,0,1,0,2,0,0
おろし,0,0,0,2,5,0,4
か,2,0,23,10,25,0,5
かい,0,0,8,0,3,0,0
かう,0,0,0,4,0,0,0
かえ,0,0,0,0,1,0,0
かえって,0,0,0,0,35,0,0
かえれ,0,0,0,0,0,0,1
かかえ,0,1,0,0,0,0,1
かかっ,0,2,5,3,11,0,0
かかり,0,0,2,0,2,0,0
かかる,0,1,12,0,6,1,0
かかれ,0,0,0,0,1,0,0
かかわら,0,0,0,0,3,0,0
かぎ,0,0,0,0,1,0,0
かく,0,0,6,1,0,0,0
かくす,0,0,0,2,0,0,0
かくれ,0,0,0,1,0,1,0
かけ,1,4,8,13,10,1,0
かける,0,1,3,3,1,0,1
かけれる,0,0,0,1,0,0,0
かけ下り,0,1,0,0,0,0,0
かこま,0,0,0,1,0,0,0
かさかさ,0,0,1,0,0,0,0
かさなる,0,0,1,0,0,0,0
かさん,0,0,0,5,2,0,0
かざり,0,0,0,1,0,0,0
かしい,0,0,1,0,0,0,0
かしげ,0,0,0,1,1,0,0
かじっ,0,0,0,0,0,0,1
かすん,0,0,0,1,0,0,0
かたかた,0,0,1,0,0,0,0
かたまっ,0,0,1,2,0,0,0
かっ,0,0,9,0,0,0,1
かっかっ,0,0,0,0,0,0,3
かっかっかっ,0,0,0,0,0,0,1
かっきり,0,0,0,2,0,0,1
かっこう,0,0,0,0,0,0,15
かつ,0,0,12,0,3,0,0
かつい,0,0,0,0,0,0,1
かつて,0,1,5,0,14,0,0
かない,0,0,1,0,0,0,0
かなしい,0,0,0,5,0,0,0
かなしく,0,0,0,1,0,0,0
かなっ,0,0,3,0,0,0,0
かなり,0,0,0,0,1,0,2
かねて,0,0,5,0,5,0,0
かはるがはる,0,0,0,3,0,0,0
かぶっ,0,0,0,2,0,0,0
かぶり,0,0,0,1,0,0,0
かぶれ,0,0,0,0,3,0,0
かまえ,0,0,0,0,0,0,1
から,0,1,8,0,7,0,0
からげ,0,0,0,0,1,0,0
からす,0,0,0,1,0,0,0
からみ,0,0,0,0,0,1,0
かれこれ,0,0,0,0,1,0,0
かゝえ,0,0,0,1,0,0,0
かゝっ,0,0,0,1,0,0,0
かゝら,0,0,0,1,0,0,0
かゝり,0,0,0,3,0,0,0
かゝる,0,0,0,1,0,0,0
が,0,2,41,0,2,1,0
があがあ,0,0,0,0,0,0,1
がさがさ,0,0,0,1,0,0,1
がたがた,0,0,1,1,1,0,1
がたぴし,0,0,0,0,1,0,0
がっ,0,0,0,2,0,0,0
がばっ,0,0,0,0,0,0,1
がぶがぶ,0,0,0,0,0,0,1
がらがら,0,0,1,0,1,0,0
がらり,0,0,1,0,3,0,0
がらん,0,0,1,7,1,0,1
がん,0,0,0,1,0,0,0
き,2,0,4,12,9,0,15
きいきい,0,0,1,0,0,0,0
きき,0,0,0,3,0,0,2
きこえ,0,0,0,1,0,0,0
きしきし,0,0,0,1,0,0,0
きずい,0,0,0,0,1,0,0
きたなく,0,0,0,0,1,0,0
きちっと,0,0,0,1,0,0,0
きちんと,0,0,0,4,0,0,1
きっ,0,0,0,1,0,0,1
きっと,0,1,8,15,26,1,1
きっぱり,0,0,2,1,0,0,0
きびしい,0,0,1,0,0,0,0
きまり悪,0,0,0,2,0,0,0
きょときょと,0,0,0,0,2,0,0
きょろ,0,0,0,0,1,0,0
きょろきょろ,0,0,0,0,0,0,2
きらきら,0,0,0,1,0,1,0
きらっ,0,0,0,5,0,0,0
きらめき,0,0,0,1,0,0,0
ぎくっ,0,0,0,1,0,0,0
ぎっしり,0,0,0,1,0,0,1
ぎゃあぎゃあ,0,0,0,1,0,0,0
ぎょっと,0,0,0,0,2,0,0
ぎらぎら,0,0,3,0,1,0,0
ぎらっ,0,0,0,2,0,0,0
ぎり,0,0,9,0,14,0,0
く,0,0,2,0,1,0,1
くう,0,0,0,0,0,0,1
くくり,0,0,0,1,0,0,0
くすぐった,0,0,0,0,0,0,1
くすっ,0,0,0,1,0,0,0
くたびれ,0,0,0,0,0,1,1
ください,0,0,0,2,2,0,9
くださら,0,0,0,0,0,0,1
くっ,0,0,1,0,0,0,0
くっきり,0,0,0,3,0,0,0
くっつけ,0,0,0,0,0,0,1
くつくつ,0,0,0,1,0,0,0
くつろい,0,0,0,0,1,0,0
くゆらし,0,0,1,0,0,0,0
くらべ,0,0,0,1,0,0,1
くらん,0,0,0,0,1,0,0
くり,0,0,1,0,0,0,0
くりかへし,0,0,0,1,0,0,0
くる,2,0,9,9,3,0,2
くるくる,0,0,3,5,0,1,0
くるっ,0,0,0,3,0,0,0
くるりくるり,0,0,2,0,0,0,0
くれ,3,1,68,3,89,0,5
くれよう,0,0,0,0,0,0,1
くれる,1,1,8,0,25,0,0
くれれ,0,0,1,0,2,0,0
くれろ,0,0,6,0,1,0,0
くわえ,0,0,0,0,0,0,4
ぐ,0,0,0,0,1,0,0
ぐい,0,0,2,0,3,0,0
ぐいぐい,0,0,2,0,0,0,0
ぐうぐう,0,0,2,0,0,0,1
ぐっ,0,0,3,0,0,0,1
ぐっすり,0,0,0,0,0,0,1
ぐったり,0,0,0,1,0,0,0
ぐらぐら,0,0,0,0,2,0,0
ぐらつい,0,0,1,0,0,0,0
ぐり,0,0,0,0,1,0,0
ぐるぐる,0,0,11,3,12,0,3
ぐるり,0,0,1,0,1,0,0
ぐんぐん,0,0,1,0,0,0,1
けし,0,0,0,0,0,0,1
けちらし,0,0,0,0,0,0,1
けなし,0,0,1,0,1,0,0
けぶっ,0,0,0,1,0,0,0
けむっ,0,0,0,4,0,0,0
けむり,0,0,0,1,0,0,0
けむる,0,0,0,1,0,0,0
けり,0,0,0,0,0,0,1
けれど,0,1,149,30,76,0,2
けろり,0,0,0,0,0,0,1
けわしく,0,1,0,0,0,0,0
け出し,0,0,2,0,0,0,0
け出す,0,0,1,0,0,0,0
げ,0,0,0,5,3,0,0
げらげら,0,0,1,0,0,0,0
こ,0,0,0,1,0,0,0
こい,0,0,0,0,0,0,1
こう,0,3,110,0,116,3,7
こき使わ,0,0,1,0,0,0,0
こごん,0,0,1,0,2,0,0
こさえ,0,0,0,4,0,0,0
こさえよう,0,0,0,0,0,0,1
こしらえ,0,0,0,2,0,0,1
こすっ,0,0,0,1,0,0,0
こすり,0,0,0,0,0,0,2
こせこせ,0,0,0,0,1,0,0
こせつき,0,0,0,0,1,0,0
こそこそ,0,0,0,0,1,0,0
こたえ,0,0,0,1,0,0,0
こっ,0,0,0,0,0,0,1
こっこっ,0,0,0,0,0,0,1
こっそり,0,0,2,0,1,0,0
こつこつ,0,0,0,1,0,0,2
こと,0,0,4,0,3,0,0
ことごとく,0,1,0,0,0,0,0
ことり,0,0,0,0,1,0,0
こなす,0,0,0,0,1,0,0
こね,0,0,0,0,0,0,1
この,3,39,345,36,243,11,10
こびりつい,0,1,0,0,0,0,0
こびり付い,0,0,0,0,1,0,0
こびり着い,0,0,0,0,1,0,0
こぼし,0,0,1,0,1,0,1
こめ,0,0,0,0,0,0,1
こら,0,0,0,5,0,0,1
こり,0,0,0,0,0,0,1
ころがっ,0,1,0,0,0,0,1
ころり,0,0,0,0,1,0,0
ころん,0,0,0,2,0,0,0
こわい,0,0,0,2,0,0,1
こわく,0,0,0,1,0,0,1
こわれ,0,0,0,0,0,0,2
こん,0,0,0,0,1,0,0
こんこん,0,0,0,0,0,0,1
こんな,0,2,39,13,49,0,4
こんもり,0,0,0,0,1,0,0
ごうごう,0,0,0,0,1,0,6
ごく,0,0,0,1,6,0,0
ごくごく,0,0,0,0,0,0,2
ござい,0,0,0,2,2,25,10
ござん,0,0,0,0,2,0,0
ごしごし,0,0,1,0,0,0,0
ごちゃごちゃ,0,0,0,0,1,0,0
ごつごつ,0,0,0,0,0,0,1
ごとごと,0,0,0,3,0,0,0
ごとごとごと,0,0,0,2,0,0,0
ごろごろ,0,1,1,0,4,0,0
さ,2,2,88,6,80,1,0
さあ,0,0,0,2,0,0,0
さう,0,0,0,63,0,0,0
さえ,0,0,1,0,0,0,0
さがし,0,0,0,2,0,0,0
さくさく,0,0,1,0,0,0,0
さげ,0,1,0,0,0,0,0
さし,0,0,6,1,1,0,0
さし出し,0,0,0,0,1,0,0
さす,0,1,0,0,0,0,0
さすが,0,0,2,0,1,1,0
さそっ,0,0,0,1,0,0,0
さぞ,0,0,4,0,9,0,0
さっ,0,0,0,2,0,0,0
さっさっ,0,0,0,1,0,0,0
さっさと,0,0,1,0,3,0,2
さっぱり,0,0,1,0,0,0,1
さて,0,0,1,0,1,0,0
さびし,0,0,0,3,0,0,0
さびしい,0,0,0,4,0,0,0
さびしく,0,0,0,2,0,0,0
さびれ,0,1,0,0,0,0,0
さへぎら,0,0,0,1,0,0,0
さほど,0,0,0,0,4,0,0
さまし,0,0,0,2,0,0,0
さめ,0,1,0,2,0,0,0
さめざめ,0,0,0,1,0,0,0
さめる,0,0,0,2,1,0,0
さも,0,0,3,0,4,0,1
さやさや,0,0,0,1,0,0,0
さらさら,0,0,1,2,0,0,0
さらに,2,0,1,0,3,0,0
さらり,0,0,1,0,1,0,0
さる,0,0,2,0,0,0,0
されば,0,1,0,0,0,0,0
さわっ,0,0,0,1,0,0,1
さわり,0,0,0,1,0,0,2
ざあ,0,0,1,0,0,0,0
ざあざあ,0,0,1,0,0,0,0
ざあっ,0,1,0,1,0,0,0
ざっ,0,0,3,1,0,0,0
ざらざら,0,0,1,0,0,0,0
ざわざわ,0,0,0,3,4,0,0
し,31,46,1658,215,1520,8,90
しぃんと,0,0,0,3,0,0,0
しい,0,0,1,1,0,0,0
しいんと,0,0,0,1,0,0,1
しかけ,0,0,1,0,0,0,0
しかし,1,6,4,1,214,2,0
しかたなかっ,0,0,0,1,0,0,0
しかっ,0,0,1,0,0,0,0
しかと,0,0,1,0,0,0,0
しかめ,0,0,2,0,0,0,0
しかも,0,2,9,0,18,0,0
しかる,0,0,0,0,3,0,0
しがみつい,0,0,0,1,0,0,0
しがみつこう,0,1,0,0,0,0,0
しきり,0,0,8,3,5,0,2
しく,0,0,7,2,0,1,0
しくしく,0,0,0,1,0,0,0
しけじけ,0,0,0,0,1,0,0
しげしげ,0,0,0,1,0,0,0
したがっ,0,0,1,2,4,0,0
しっかり,0,0,0,5,1,1,1
しっくり,0,0,1,0,0,0,0
しっとり,0,0,1,0,0,0,0
しつこく,0,0,2,0,0,0,0
しづめる,0,0,0,1,0,0,0
しばし,0,0,0,0,1,0,0
しばしば,0,0,1,0,3,0,0
しばらく,1,2,55,16,21,2,15
しまい,0,0,5,0,27,4,10
しまう,0,1,15,0,11,1,4
しまえ,0,0,1,0,7,0,1
しまおう,0,0,0,0,1,0,0
しまっ,1,4,84,7,54,1,3
しまひ,0,0,0,23,0,0,0
しまふ,0,0,0,6,0,0,0
しまわ,0,0,1,0,1,1,0
しめ,0,0,0,3,0,0,1
しゃがみ,0,0,0,0,1,0,0
しゃがみ込む,0,0,0,1,0,0,0
しゃくり上げ,0,0,1,0,0,0,0
しゃんしゃん,0,0,0,0,1,0,0
しょ,0,0,0,0,0,0,2
しょんぼり,0,0,0,1,0,0,0
しよう,0,6,30,0,18,0,0
しらしら,0,0,0,1,0,0,0
しれ,2,0,0,1,2,0,1
しろ,0,0,2,1,6,0,0
しんと,0,0,0,0,3,1,1
しんみり,0,0,1,0,0,0,0
じいんと,0,0,1,0,0,0,0
じっと,0,1,4,5,1,1,2
じゃ,0,2,42,0,10,0,0
じりじり,0,0,1,0,1,0,0
じろ,0,0,0,1,0,0,0
じろじろ,0,0,0,0,1,0,0
じろり,0,0,1,0,0,0,0
す,0,0,7,1,5,0,0
すう,0,0,3,0,0,0,1
すうっ,0,0,0,3,0,0,0
すかし,0,0,0,2,0,0,0
すがっ,0,0,0,1,0,0,0
すきっと,0,0,0,2,0,0,0
すぎ,0,0,0,1,0,0,3
すぎる,0,0,2,0,1,0,0
すぐ,0,1,84,25,106,0,4
すこし,0,0,1,3,2,0,7
すこぶる,0,0,0,0,3,0,0
すたすた,0,0,0,0,1,0,0
すっ,0,0,1,2,0,0,3
すっかり,0,0,5,17,1,0,5
すでに,0,0,0,0,13,0,0
すなわち,0,0,0,0,5,0,0
すばやく,0,1,0,2,0,0,1
すばらしい,0,0,0,1,0,0,0
すぱすぱ,0,0,1,0,0,0,0
すぼめ,0,0,0,1,0,0,1
すぽり,0,0,0,0,1,0,0
すま,0,0,0,1,0,0,1
すまし,0,0,0,2,1,0,1
すみ,0,0,0,1,0,0,0
すやすや,0,0,0,0,1,0,0
すらり,0,0,1,0,0,0,0
すりゃ,0,0,1,0,0,0,0
すり耗らさ,0,0,0,1,0,0,0
する,10,23,439,51,384,3,34
するする,0,0,0,0,0,1,1
すれ,0,5,22,1,22,1,0
すわり,0,0,0,0,0,0,1
すわり込ん,0,0,0,0,0,0,1
すん,0,0,0,0,0,0,1
ずいぶん,0,0,0,0,9,0,2
ずうっと,0,0,0,10,0,0,0
ずっと,0,0,3,1,9,0,0
ずらし,0,0,0,0,1,0,0
ずゐぶん,0,0,0,4,0,0,0
ずんずん,0,0,0,1,2,0,0
せ,0,2,31,3,9,0,2
せっかく,0,0,0,0,5,0,0
せっせと,0,0,0,0,0,1,0
せびる,0,0,1,0,0,0,0
せまり,0,0,0,0,1,0,0
せまる,0,0,0,0,1,0,0
せめて,0,0,3,0,1,0,0
せよ,0,0,1,1,3,0,0
せわ,0,0,0,1,0,0,0
せわしく,0,0,0,3,0,0,0
せわしない,0,0,0,0,1,0,0
ぜひ,0,0,0,1,10,0,1
そ,0,0,0,3,0,0,0
そう,6,13,330,0,295,4,6
そうこう,0,0,0,0,1,0,0
そこそこ,0,0,1,0,0,0,0
そして,7,0,0,41,0,0,9
そぞろ,0,0,0,0,1,0,0
そっくり,0,0,0,1,0,0,1
そっと,3,0,3,5,5,1,1
その,20,31,581,157,730,15,17
そびれ,0,0,2,0,1,0,0
そむく,0,0,0,1,0,0,0
そよぎ,0,0,0,1,0,0,0
そらし,0,0,1,1,0,0,0
そろえ,0,0,0,0,0,0,1
そろそろ,0,0,3,1,4,0,0
そろへ,0,0,0,1,0,0,0
そわそわ,0,0,1,0,3,0,0
そんな,3,0,62,9,69,2,1
ぞい,0,0,0,3,0,0,0
ぞくっ,0,0,0,1,0,0,0
ぞっと,0,0,4,0,3,0,0
ぞろぞろ,0,0,0,0,1,0,1
た,0,0,6,1,5,0,0
たい,0,0,0,1,0,0,0
たいてい,0,0,0,1,0,0,0
たいへん,0,0,0,0,0,0,1
たかり,0,0,0,0,1,0,0
たぎり,0,0,3,0,1,0,0
たくさん,0,1,0,13,0,0,2
たくらん,0,0,1,0,0,0,0
たぐり,0,0,0,0,0,2,0
たしか,0,0,0,0,7,0,0
たしかめる,0,0,0,0,1,0,0
たせ,0,0,0,0,1,0,0
たたかっ,0,0,0,1,0,0,0
ただ,1,6,107,0,114,3,1
ただし,0,0,2,0,2,0,0
ただちに,0,0,1,0,0,0,0
たち,0,0,0,2,0,0,0
たちまち,0,0,0,1,0,0,0
たっ,0,1,2,8,8,0,3
たった,0,0,10,4,14,1,2
たっぷり,0,0,1,0,0,0,0
たづね,0,0,0,4,0,0,0
たて,0,0,0,3,0,0,0
たとい,0,0,0,0,8,0,0
たとえば,0,0,0,0,0,0,1
たどっ,0,0,0,1,0,0,0
たどり,0,1,0,0,0,0,0
たのし,0,0,0,1,0,0,0
たのしく,0,0,0,1,0,0,0
たびたび,0,0,0,1,8,0,0
たべ,0,0,0,8,0,0,1
たべる,0,0,0,1,0,0,3
たま,0,0,2,1,3,0,1
たまっ,0,0,4,1,0,0,0
たまに,0,0,7,0,7,2,0
たまら,0,0,1,4,1,0,0
たまり,0,0,0,0,0,1,0
ため,0,0,3,0,0,0,0
ためらっ,0,0,1,0,1,0,0
ためる,0,0,0,0,1,0,0
たらい,0,0,0,1,0,0,0
たる,0,0,0,0,1,0,0
たんと,0,0,2,0,0,0,0
たゞ,0,0,0,7,0,0,0
だ,0,0,0,1,1,0,1
だい,0,0,0,1,0,0,0
だし,0,0,4,8,2,0,5
だす,0,0,0,0,1,0,0
だまっ,0,0,0,14,1,0,2
だらだら,0,0,0,0,2,0,0
だらり,0,0,0,0,1,0,0
だんだん,0,0,0,26,6,0,0
ち,0,0,1,1,0,0,0
ちいさな,0,0,0,0,0,0,1
ちかく,0,0,0,2,0,0,0
ちがい,0,0,0,0,0,0,3
ちがう,0,0,0,0,0,0,4
ちがっ,0,0,0,4,0,0,0
ちがわ,0,0,0,0,0,0,1
ちぎっ,0,0,0,1,0,0,0
ちぎれる,0,0,0,1,0,0,0
ちくちく,0,0,0,0,1,0,0
ちぢめ,0,2,0,2,0,0,0
ちぢれ,0,0,0,1,0,0,0
ちっと,0,0,2,0,1,0,0
ちっとも,0,0,3,0,10,0,0
ちと,0,0,5,0,0,0,0
ちびちび,0,0,1,0,0,0,0
ちゃう,0,0,0,10,0,0,0
ちゃんと,0,0,8,2,13,0,1
ちやほや,0,0,0,0,1,0,0
ちょ,0,0,0,0,1,0,0
ちょいちょい,0,0,0,0,1,0,0
ちょいと,0,0,0,0,2,0,0
ちょうど,0,0,0,0,17,0,1
ちょっと,1,0,1,4,39,0,4
ちょろちょろ,0,0,0,0,0,0,1
ちら,0,0,0,1,0,0,0
ちらけ,0,0,0,1,0,0,0
ちらちら,0,0,1,8,1,0,1
ちらっ,0,0,0,5,0,0,0
ちらつい,0,0,2,0,0,0,0
ちらほら,0,0,0,0,2,0,0
ちらり,0,0,1,0,1,0,0
ちらりちらり,0,0,3,0,0,0,0
ちりばめ,0,0,0,2,0,0,0
ぢゃ,0,0,0,1,0,0,0
っ,2,1,61,36,70,2,14
ったく,0,0,0,2,0,0,0
つ,0,0,2,8,3,0,2
つい,11,3,23,20,87,0,6
ついぞ,0,0,6,0,1,0,0
ついに,0,0,2,0,26,0,0
つかっ,0,0,0,2,0,0,0
つかつか,0,0,0,0,1,0,0
つかま,0,0,0,2,0,0,0
つかまえ,0,0,0,0,0,0,1
つかまえる,0,0,0,0,0,0,1
つかまっ,0,0,0,1,0,0,0
つかみ,0,1,0,0,0,1,0
つかみ合っ,0,1,0,0,0,0,0
つかれ,0,0,1,0,0,0,0
つかれる,0,0,0,0,0,0,1
つかん,0,1,0,0,0,0,0
つき,0,0,0,1,1,1,0
つきあたっ,0,0,0,0,0,0,1
つきつけ,0,1,0,0,0,0,0
つきのけ,0,1,0,0,0,0,0
つき出し,0,1,0,1,0,0,0
つき放す,0,1,0,0,0,0,0
つく,0,0,6,3,3,1,0
つくっ,0,0,0,0,1,0,0
つくづく,0,0,5,1,1,0,0
つくり,0,0,0,1,0,0,0
つけ,0,1,4,6,7,2,4
つける,0,1,1,0,1,0,2
つけ加え,0,0,1,0,0,0,0
つっ込ん,0,0,0,0,0,0,1
つつ,0,1,0,1,0,0,0
つつしん,0,0,0,0,1,0,0
つつましく,0,0,0,1,0,0,0
つづ,0,1,5,0,5,0,0
つづく,0,0,1,0,1,0,0
つづけ,0,0,4,1,0,0,4
つづける,0,0,0,0,2,0,0
つとめ,0,0,0,0,1,0,0
つない,0,0,0,1,0,0,0
つながっ,1,0,0,0,0,0,0
つぶ,0,0,0,1,0,0,2
つぶやい,0,0,1,0,0,0,0
つぶやく,0,2,0,0,0,0,0
つぶる,0,0,0,1,0,0,0
つぼめ,0,0,1,0,0,0,0
つまずき,0,1,0,0,0,0,0
つまずく,0,0,0,0,0,0,1
つまっ,0,0,0,2,0,0,0
つまみ上げ,0,0,0,0,1,0,0
つまら,0,0,6,0,1,0,0
つまり,0,0,13,3,21,0,1
つまん,0,0,0,0,0,0,1
つみ重ね,0,1,0,0,0,0,0
つめ,0,0,0,1,0,0,1
つめたい,0,0,0,4,0,0,0
つめたく,0,0,0,2,0,0,0
つやつや,0,0,0,1,0,0,0
つやつやしい,0,0,0,0,1,0,0
つら,0,0,0,1,0,0,0
つらい,0,0,0,4,0,0,0
つらかっ,0,0,0,1,0,0,0
つらく,0,0,0,1,0,0,0
つらね,0,0,0,1,0,0,0
つらまえ,0,0,0,0,3,0,0
つらまえる,0,0,0,0,1,0,0
つり,0,0,0,1,0,0,0
つりあげ,0,0,0,0,0,0,1
つるし,0,0,0,2,0,0,0
